	GSM1074947_APPLY_p_Hulin_58_430A_Mouse430A_2_A01_528242.EXPRESSION	GSM1074948_APPLY_p_Hulin_58_430A_Mouse430A_2_A02_528130.EXPRESSION	GSM1074949_APPLY_p_Hulin_58_430A_Mouse430A_2_A03_528272.EXPRESSION	GSM1074950_APPLY_p_Hulin_58_430A_Mouse430A_2_A04_528190.EXPRESSION	GSM1074951_APPLY_p_Hulin_58_430A_Mouse430A_2_A05_528142.EXPRESSION	GSM1074952_APPLY_p_Hulin_58_430A_Mouse430A_2_A06_528174.EXPRESSION	GSM1074953_APPLY_p_Hulin_58_430A_Mouse430A_2_A07_528222.EXPRESSION	GSM1074954_APPLY_p_Hulin_58_430A_Mouse430A_2_A08_528264.EXPRESSION	GSM1074955_APPLY_p_Hulin_58_430A_Mouse430A_2_A09_528228.EXPRESSION	GSM1074956_APPLY_p_Hulin_58_430A_Mouse430A_2_A10_528122.EXPRESSION	GSM1074957_APPLY_p_Hulin_58_430A_Mouse430A_2_A11_528118.EXPRESSION	GSM1074958_APPLY_p_Hulin_58_430A_Mouse430A_2_A12_528294.EXPRESSION	GSM1074959_APPLY_p_Hulin_58_430A_Mouse430A_2_B01_528198.EXPRESSION	GSM1074960_APPLY_p_Hulin_58_430A_Mouse430A_2_B02_528162.EXPRESSION	GSM1074961_APPLY_p_Hulin_58_430A_Mouse430A_2_B03_528172.EXPRESSION	GSM1074962_APPLY_p_Hulin_58_430A_Mouse430A_2_B04_528232.EXPRESSION	GSM1074963_APPLY_p_Hulin_58_430A_Mouse430A_2_B05_528290.EXPRESSION	GSM1074964_APPLY_p_Hulin_58_430A_Mouse430A_2_B06_528150.EXPRESSION	GSM1074965_APPLY_p_Hulin_58_430A_Mouse430A_2_B07_528284.EXPRESSION	GSM1074966_APPLY_p_Hulin_58_430A_Mouse430A_2_B08_528244.EXPRESSION	GSM1074967_APPLY_p_Hulin_58_430A_Mouse430A_2_B09_528186.EXPRESSION	GSM1074968_APPLY_p_Hulin_58_430A_Mouse430A_2_B10_528194.EXPRESSION	GSM1074969_APPLY_p_Hulin_58_430A_Mouse430A_2_B11_528262.EXPRESSION	GSM1074970_APPLY_p_Hulin_58_430A_Mouse430A_2_B12_528132.EXPRESSION	GSM1074971_APPLY_p_Hulin_58_430A_Mouse430A_2_C01_528304.EXPRESSION	GSM1074972_APPLY_p_Hulin_58_430A_Mouse430A_2_C02_528216.EXPRESSION	GSM1074973_APPLY_p_Hulin_58_430A_Mouse430A_2_C03_528184.EXPRESSION	GSM1074974_APPLY_p_Hulin_58_430A_Mouse430A_2_C04_528282.EXPRESSION	GSM1074975_APPLY_p_Hulin_58_430A_Mouse430A_2_C05_528136.EXPRESSION	GSM1074976_APPLY_p_Hulin_58_430A_Mouse430A_2_C06_528296.EXPRESSION	GSM1074977_APPLY_p_Hulin_58_430A_Mouse430A_2_C07_528298.EXPRESSION	GSM1074978_APPLY_p_Hulin_58_430A_Mouse430A_2_C08_528280.EXPRESSION	GSM1074979_APPLY_p_Hulin_58_430A_Mouse430A_2_C09_528286.EXPRESSION	GSM1074980_APPLY_p_Hulin_58_430A_Mouse430A_2_C10_528210.EXPRESSION	GSM1074981_APPLY_p_Hulin_58_430A_Mouse430A_2_C11_528134.EXPRESSION	GSM1074982_APPLY_p_Hulin_58_430A_Mouse430A_2_C12_528212.EXPRESSION	GSM1074983_APPLY_p_Hulin_58_430A_Mouse430A_2_D01_528268.EXPRESSION	GSM1074984_APPLY_p_Hulin_58_430A_Mouse430A_2_D02_528182.EXPRESSION	GSM1074985_APPLY_p_Hulin_58_430A_Mouse430A_2_D03_528274.EXPRESSION	GSM1074986_APPLY_p_Hulin_58_430A_Mouse430A_2_D04_528204.EXPRESSION	GSM1074987_APPLY_p_Hulin_58_430A_Mouse430A_2_D05_528252.EXPRESSION	GSM1074988_APPLY_p_Hulin_58_430A_Mouse430A_2_D06_528278.EXPRESSION	GSM1074989_APPLY_p_Hulin_58_430A_Mouse430A_2_D07_528152.EXPRESSION	GSM1074990_APPLY_p_Hulin_58_430A_Mouse430A_2_D08_528188.EXPRESSION	GSM1074991_APPLY_p_Hulin_58_430A_Mouse430A_2_D09_528292.EXPRESSION	GSM1074992_APPLY_p_Hulin_58_430A_Mouse430A_2_D10_528250.EXPRESSION	GSM1074993_APPLY_p_Hulin_58_430A_Mouse430A_2_D11_528164.EXPRESSION	GSM1074994_APPLY_p_Hulin_58_430A_Mouse430A_2_D12_528160.EXPRESSION	GSM1074995_APPLY_p_Hulin_58_430A_Mouse430A_2_E01_528176.EXPRESSION	GSM1074996_APPLY_p_Hulin_58_430A_Mouse430A_2_E02_528206.EXPRESSION	GSM1074997_APPLY_p_Hulin_58_430A_Mouse430A_2_E03_528124.EXPRESSION	GSM1074998_APPLY_p_Hulin_58_430A_Mouse430A_2_E04_528254.EXPRESSION	GSM1074999_APPLY_p_Hulin_58_430A_Mouse430A_2_E05_528128.EXPRESSION	GSM1075000_APPLY_p_Hulin_58_430A_Mouse430A_2_E06_528276.EXPRESSION	GSM1075001_APPLY_p_Hulin_58_430A_Mouse430A_2_E07_528166.EXPRESSION	GSM1075002_APPLY_p_Hulin_58_430A_Mouse430A_2_E08_528126.EXPRESSION	GSM1075003_APPLY_p_Hulin_58_430A_Mouse430A_2_E09_528236.EXPRESSION	GSM1075004_APPLY_p_Hulin_58_430A_Mouse430A_2_E10_528246.EXPRESSION
Cd4	9.786541295	9.654906786	8.940862813	7.259475597	7.78248994	7.773386568	7.930502531	8.681500555	8.78323753	8.986755655	8.942105875	8.970845652	8.977891532	9.036805116	9.006197912	8.918190893	9.145867322	9.091044032	8.96579077	8.72052868	8.210538557	6.922385911	7.27658748	7.173408758	7.19634733	7.802075814	7.334075913	7.485949867	7.467186679	7.975077972	8.097589193	8.201754672	8.298253691	8.384455395	8.245533967	8.661865028	8.154216027	8.321421613	8.0227006	8.458035393	9.732766431	8.205912756	8.099976617	8.772593167	8.889175377	8.795978759	8.891493723	8.840783168	9.419200995	7.494312231	7.015488599	7.459036725	7.794815483	7.809504038	8.252255056	8.332231599	8.225519216	8.07882743
Cd44	8.820526647	8.979438897	8.557764169	9.918568472	9.993833643	10.3100681	9.774818666	10.26021865	10.38220952	9.674681905	10.06210861	10.16085533	10.60671445	10.74895613	10.72160576	11.05676238	11.14037317	11.58124893	8.992175633	9.002625506	8.168816063	9.54265886	10.0895856	10.58046002	10.1551096	10.3479532	10.0100289	9.101268034	9.513128878	10.05187503	10.36363104	10.12552788	10.16110072	10.19538547	10.21615485	10.58247547	10.05237251	10.11708735	10.06803697	10.32364608	9.026682261	9.595373261	9.704976344	10.59689701	9.997561044	10.59949621	10.97724546	11.13622267	9.094597311	9.230373128	10.17725348	9.772863032	9.84999502	10.33803356	10.22054065	10.27424892	10.07754425	9.899471331
Cd47	12.24588037	12.01958486	11.34152847	10.68595727	10.30085383	10.02094993	9.917601774	10.42000868	10.91117442	11.19883378	11.28676009	11.48976454	11.4693304	11.60818246	11.68734271	11.67378057	11.47465805	12.01586405	12.10482897	12.12531859	11.88959233	10.78561951	10.72587306	10.31802394	10.46991375	10.66640962	10.79935197	11.08096723	11.19498328	11.67357365	11.97704043	12.31229347	12.33435372	12.49560058	12.40543394	12.74697119	12.26906734	12.50254466	12.35867739	12.86671909	11.97903038	10.67605308	10.05563237	11.40705178	11.45061416	11.28934239	11.59358288	11.65796337	12.03922159	10.93281189	10.67291217	11.17561758	11.74753411	12.0246347	12.31654169	12.3578127	12.31048423	12.39681733
Cd5l	4.85785474	5.234371845	4.888050041	4.994868587	4.574998284	4.920660375	4.576290019	4.468388259	5.052660015	5.640610318	7.412640763	7.14220432	7.316004686	7.300747923	7.388965241	7.282394373	8.10923793	7.231297463	5.28915541	4.985918684	4.463201127	5.007967273	4.551329138	4.67435704	4.796093615	5.3907676	6.309982479	7.463882985	8.772560027	10.74002082	11.14768941	10.76032844	11.04924358	10.46770073	9.991412702	9.017624841	11.04609401	10.52976574	10.23366151	8.878853649	5.385508716	4.531846871	4.741170022	6.218421137	7.127291606	7.348759525	7.683125133	7.245033024	4.819112055	5.086786977	4.921659045	7.849889844	10.26958014	10.59976111	10.68949978	10.14280743	10.66173078	10.14007851
Cd7	8.079083327	7.849764712	7.190389041	6.69124476	6.312618434	5.908970854	5.708366845	6.011195545	5.610870601	5.32666785	5.410195842	5.28755693	5.308644702	5.373134324	5.42350566	5.476142085	5.253342852	5.658038323	7.801165052	8.217176763	7.407263693	6.239182233	5.592734986	5.722462055	5.579982239	5.318503408	5.576708091	5.033257777	5.308029873	5.269475181	5.436465638	5.14746342	5.479856181	5.078068622	5.300811495	5.433980278	5.036255094	5.302237265	5.248154334	5.428030869	7.519687405	6.664838407	5.652524764	5.403076568	5.450638775	5.278926264	5.063422284	4.845992102	7.723918515	6.383818709	5.746587611	5.0356845	5.233406836	5.045002871	5.112901235	4.971709705	5.157583345	5.111149832
Cd74	9.102132708	9.139832308	9.700508682	9.478514124	9.050243598	8.861991641	8.399044126	7.085301402	7.807423455	7.341066811	7.675351341	8.274500811	8.631806141	8.538493975	8.799250637	8.442749085	8.841475592	8.948830688	9.752698538	10.01863113	9.50144851	9.518937994	9.083811264	8.717529287	8.185144128	6.850309275	7.707339145	6.820463651	6.805803491	7.008696048	6.446066173	7.797284132	6.668430649	7.659678377	6.036797864	7.103075943	6.521947928	7.648029951	5.958919268	6.299927213	9.220476609	9.381601733	8.314555836	7.722598468	8.264657182	8.580950468	8.677657469	8.666984173	9.356879162	9.151798427	7.917073759	7.224888184	6.968078356	6.127038788	7.068247363	6.498857134	7.180785904	6.328045854
Cd79b	6.389631921	5.963372694	7.29985488	7.172814116	5.568154768	5.003542905	4.61928791	4.321928095	4.629805017	4.4986022	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	6.829963391	6.918040322	6.873774998	7.174910753	6.12138985	5.381059355	4.761534883	4.321928095	4.321928095	4.321928095	4.367296731	4.321928095	4.321928095	4.342638941	4.321928095	4.592732772	4.321928095	4.321928095	4.321928095	4.761767005	4.321928095	4.321928095	5.475223005	6.948583315	4.321928095	4.354803826	4.391814084	4.321928095	4.321928095	4.321928095	6.124134377	6.883258151	4.763409724	4.492474823	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095
Cd81	8.419569058	8.530893752	8.897075068	8.317245989	8.954859049	9.54983997	9.993410366	9.661185342	9.669868801	9.982702336	10.24715224	10.12413693	10.70433389	10.84194792	10.74407234	10.97260874	11.46207933	11.58692655	8.342127008	8.29076279	8.388094712	7.992638436	9.158617522	9.59213035	10.14885388	9.803949679	9.792280082	10.32103709	10.3446674	10.32284082	9.870575036	9.550611221	9.880023858	9.684001239	10.25468921	10.70843493	9.769212133	9.746030948	10.21063945	10.66884654	8.539631851	8.056198093	9.797407693	9.515230801	10.13752792	10.51319869	10.9852896	11.15651579	8.472288708	8.074544386	9.876253311	9.74348186	10.38690539	9.719898852	9.553298776	9.796437362	9.520385682	9.881517117
Cd83	7.275950851	7.749953418	8.819968641	10.61152375	9.999490881	9.607470112	8.911843003	8.334733794	8.471216397	8.086677512	8.69735938	9.052417539	9.404585507	9.912250593	9.740153346	10.22836519	10.14222723	10.48971085	7.781632327	8.252250961	8.627937812	9.840198748	9.321139805	9.261598586	8.145205179	7.360441504	7.28843967	6.26224119	7.242755266	8.520675132	7.70176161	7.518220637	7.162350602	7.702559815	5.774341614	7.079686984	6.770354132	7.576231857	5.321290137	6.078216502	7.76210573	10.34106715	8.919653478	8.946820227	8.893968222	9.486578973	10.25090037	10.245084	7.887261917	9.384936605	7.913263747	7.12921436	7.908524085	7.280904755	7.285467087	6.394375431	7.282673442	5.59757733
Cd84	9.18080451	9.074305539	8.538022886	9.129805011	8.744713149	8.37738246	8.27491402	8.022809083	7.839536584	7.484775715	7.711786183	7.896688174	8.081226195	7.904973084	8.100410248	7.93265661	8.123052487	7.843995366	9.234254068	9.213363445	8.695819512	9.005851439	8.573991294	8.162774901	7.857970147	7.888515191	6.892802868	6.26317311	6.043869101	6.751464573	6.904135366	6.948267003	6.732525547	6.935485786	6.588305809	7.072510332	6.830811902	6.746321774	6.311526287	6.554458085	9.215752915	9.138229626	8.224855261	7.912553917	7.891974171	7.918115855	7.879024854	7.67389967	9.126676764	9.029207936	7.847869342	6.41964925	6.549532075	6.424261785	6.6095795	6.576626928	6.618491964	6.425316694
Cd86	6.238460263	6.645614346	6.333587695	6.382016265	6.074059408	5.845004197	5.141933756	4.943044966	4.989013997	4.931456822	5.20970153	5.629070215	5.366880862	5.612982853	5.669104026	5.91959942	5.637129053	6.239902035	6.411508587	7.302626354	7.356243097	7.23193297	6.500659406	6.010798364	5.276080136	4.667601039	4.663707208	4.694442481	4.872914449	6.14015407	6.632565068	6.821640249	6.685756355	7.09436473	7.848255078	7.309122986	6.815257146	6.963234029	7.798103479	7.888650924	6.449021521	6.353182117	5.373990236	4.93452323	5.522792311	5.498693771	5.966053827	6.169302055	6.865005386	7.081214051	4.560761815	5.046724129	5.93711318	6.744722218	7.583520827	7.91611082	7.541066463	7.908915012
Cd9	9.821342826	9.515541215	9.447937324	9.823329151	9.434032083	9.300805429	9.765855812	9.622951932	9.32401017	8.590661326	8.526882781	8.736113834	9.152412424	9.329931957	9.270473304	9.422579705	9.388545935	9.478290462	9.896820391	9.545506569	8.918496878	9.319045991	9.171844435	9.129687051	9.692160509	8.921945979	8.378831179	7.458648879	7.582918995	7.890411254	8.329581863	8.231370946	8.455442616	8.504090191	7.835097944	8.339831009	8.436100989	8.395876455	7.626105712	7.438405771	9.492438476	9.814268363	9.718709132	8.957028323	8.77655035	9.09745793	9.357738494	9.414566517	9.547907143	9.264094068	9.404381587	7.95576506	7.820626252	7.817633723	8.141592743	7.835294908	8.095729689	7.647086503
Cd96	10.22378301	9.939836962	8.868406269	8.521365221	7.527986366	7.221487627	6.895447602	7.345660439	7.801352868	8.630267322	8.797916712	8.61944568	7.844182877	8.118345245	7.712599523	8.152979738	8.10923793	8.277692679	10.18445928	9.878008152	8.673542796	7.481127046	6.878818862	7.291443735	6.862621956	7.466939581	7.657738793	7.390796779	7.119406401	7.685621768	6.113832176	5.438970262	5.659378514	5.106528709	5.953723879	4.952767875	5.595227066	5.59470408	5.609058907	4.952764779	9.970485827	8.407107466	6.939709713	8.42090818	8.460463243	8.140025987	7.979689659	8.108089348	9.972618846	7.413758989	7.147389232	6.939258721	7.374964399	6.539731736	6.106312335	5.778732429	5.959636174	5.536501112
Cdadc1	7.483970304	7.75138958	6.821848313	6.201747595	6.4998237	7.025139484	7.432260799	7.447100441	7.439557874	7.358064439	7.467329198	7.264303383	7.174481561	7.388797515	7.252649306	7.413155897	7.306445311	7.116287738	7.463683205	7.494189169	7.12906621	6.363739242	6.857234411	7.284469265	7.584305226	7.748476178	7.6289635	7.66242972	7.549589675	7.411121048	7.286617863	7.137607652	7.462703211	7.288223087	7.457298588	7.304301873	7.358451293	7.416737018	7.518947284	7.404689195	7.853771496	6.282414718	7.547216135	7.787039354	7.383907946	7.422806893	7.584000036	7.545160552	7.630853133	6.364465265	7.674197218	7.462667786	7.461711725	7.020004195	7.42072272	7.407238854	7.645691588	7.58239408
Cdc23	8.002141036	7.501375546	8.098519465	8.376518224	8.52716098	8.832476543	8.779697102	8.823687592	8.602707009	8.554798424	8.620600512	8.770162163	8.731545411	8.984840678	8.800403108	9.001522204	9.00214677	8.682317641	8.186341069	7.369472287	7.98430257	8.526291367	8.818571947	8.807515768	8.59775546	8.773532509	8.832367215	8.841916245	8.748493423	8.569466103	8.59053292	8.526317463	8.615038754	8.500792393	8.615390762	8.201620374	8.524601822	8.426627674	8.673045603	8.254727146	7.528261512	8.550123606	8.762070329	8.758157395	8.83235418	9.044853195	9.115784862	9.048764881	7.588962525	8.360535923	8.686346104	8.628971358	8.572335551	8.564465525	8.561027265	8.753993293	8.626605572	8.759085468
Cdc25b	7.556224946	7.356676538	7.442973706	5.863642325	5.235479051	4.811374358	4.338029898	4.585984813	4.529420832	6.145265927	6.740590799	7.700323076	7.494570397	7.425989698	7.371905326	7.397562826	7.278333495	7.642663578	7.75811288	7.109546217	5.998412683	5.450023971	5.064250946	4.933894028	4.480108786	4.951224875	4.527339144	5.874392479	6.172837949	7.809082253	7.8140033	8.043673339	8.034583891	8.176891974	8.179514622	8.64401494	8.011327098	8.09222759	7.874999106	8.467263984	7.032145694	6.572470539	4.640655721	6.205036321	7.764341406	7.599064368	7.473889471	7.427573419	7.238017343	5.361279055	4.321928095	5.723386265	7.781534185	7.656868473	8.004133935	8.109658032	8.035905749	8.259739638
Cdc42ep3	9.077487227	8.224161274	7.416814427	6.994142447	6.441092456	6.625798452	6.270204041	6.196020316	5.81206589	5.928627365	6.230197069	6.045956737	6.595538161	6.345696501	6.660297958	6.391928681	6.765344673	6.528669593	8.860221657	7.76800699	6.634290482	6.635010481	6.681437744	6.905656299	6.347838281	6.241703571	5.9703796	6.377072366	6.480130819	6.867426543	7.655156268	7.401203413	7.385929493	7.261280081	8.105038573	7.505833173	7.112649553	6.865472262	7.59809987	7.519841558	8.288515599	6.684960278	6.234123476	6.124110262	6.044867712	6.367796773	6.585120162	6.534029227	8.233212312	6.21566681	6.236904384	6.515175514	6.571716764	7.270422444	7.518591816	7.820471892	7.362951944	7.817471085
Cdk5	8.124878251	7.889778049	7.221311016	6.002884434	5.437143326	5.123990254	5.712417882	6.43448917	6.789363583	7.1096136	7.185086043	7.1292827	6.844456235	7.306039616	6.998652248	7.099057157	7.219923165	7.560727702	7.908984563	7.708658018	7.212581654	6.375532279	5.778648892	5.701076411	5.980694758	6.917406772	7.04355595	7.495531914	7.370418081	7.468610133	7.317705535	7.422755039	7.4356686	7.371538958	7.751819384	8.133487979	7.523567332	7.467040145	7.670045004	8.164996469	7.685943004	6.57303494	5.845528231	6.90790978	7.088845044	6.809005323	7.17585741	7.269879883	7.748978125	6.547096474	6.005824931	7.210885201	7.692652924	7.232994945	7.427984333	7.67091014	7.403223323	7.582763574
Cdk5r1	5.835056868	5.863768945	6.653696588	8.723906451	8.730712529	8.107973197	6.812976005	6.581928245	6.500600931	5.910057283	6.155728913	7.209868769	7.027067152	7.257666538	7.453741836	7.243957299	7.112903299	7.275413736	6.098320351	6.030564009	6.524435726	8.362802058	8.585506467	7.91931301	6.719695211	6.263879208	5.99477978	5.554894603	5.468516709	5.513942171	5.266156803	5.369991738	5.151258778	5.381567053	4.736607703	4.690015767	4.958491223	5.347318984	5.293585597	4.610757339	6.006802997	8.698501722	6.947520228	6.648979448	6.602248346	6.735177831	7.397688178	7.400701807	6.13881729	8.253535218	6.353564696	5.753037989	5.490189192	5.194558133	5.373109113	4.932911709	5.208789091	4.883124201
Cdk6	4.416838164	4.321928095	4.321928095	4.321928095	6.136417827	4.773437741	6.250414818	6.771972534	6.028325722	6.202012143	6.369937956	6.326884121	6.317388273	6.662337943	6.496769703	6.267591997	6.27644422	5.901030927	4.426388815	4.321928095	4.666659903	4.321928095	7.340623731	5.553055673	7.09138666	7.894365629	6.98073944	7.488798451	7.315091166	7.217156066	7.198992335	6.844901936	6.723423867	6.710808769	7.326489422	7.403025287	7.024896893	6.984256294	7.706464106	7.811322849	4.678827007	4.735822254	6.207905752	6.349631297	5.919997201	5.923633178	6.652076761	6.211759008	4.321928095	4.329423073	6.975288346	7.41259074	7.138553873	6.567812611	7.094012808	7.186305265	6.907090443	7.020100865
Cdkn1b	11.73736795	11.83731358	10.88572488	8.376680678	7.626498135	6.682590499	7.20808881	7.335187788	7.147980082	7.84051671	7.441388872	7.744939816	7.995613034	8.052212459	8.129601769	8.524836846	8.046551891	7.990546736	11.34672239	10.90901911	10.29770529	7.974505437	7.799962811	7.130800182	7.529047432	7.439951667	7.88251855	8.598103003	8.428193867	8.916965265	8.914660024	9.25507413	9.002310613	9.599147183	9.075993464	10.0628446	9.201529029	9.438654359	9.428465534	10.02278382	12.36484225	8.581576865	7.082729194	7.656661845	8.158436653	8.179215396	8.170610556	8.233446669	11.57051111	8.805277005	7.331427413	7.998974998	8.845466624	8.768307696	9.163840683	9.264994429	9.04655614	9.458085481
Cdkn2c	6.844655391	6.796059267	6.327503854	6.053359931	6.24048777	5.837639192	5.956108329	5.861408796	6.028402434	7.325390547	7.830778228	7.976993754	7.728933829	8.062192675	7.688169654	7.819729682	7.765353344	8.145022009	6.883432466	6.840188148	6.398858146	6.039700418	5.734493774	5.391468434	5.31323808	6.30774534	5.08496963	6.21210871	7.045566326	7.401443572	7.626864524	7.855440874	7.571483931	8.219161724	8.445865279	8.478641401	7.426260031	7.779596941	8.207259974	8.149697152	7.011891665	5.899363341	5.715686582	7.086642184	8.213053735	8.066803317	7.886531895	8.006738726	6.707936002	5.691523951	5.885011651	6.024643236	7.457487961	7.721122969	8.036170188	8.104001684	7.824844941	8.072544498
Cdkn2d	9.768916456	9.343793058	8.918246381	6.909699528	5.581323895	5.924023081	5.64060973	6.394786476	6.637842556	7.304541303	8.019065852	8.38969258	8.403099184	8.513585938	8.713108343	8.409254368	8.568083354	8.333462274	10.2873648	10.66270983	10.16843657	8.503534325	7.532885561	7.015932288	7.252357924	8.00153401	8.270767528	8.658552813	9.02618564	10.05614526	10.07175144	10.33327031	10.25182363	10.3789286	10.30860843	10.70284919	10.37730681	10.6248178	10.6398535	10.99693277	9.541212902	7.204022462	6.168555093	7.150350891	8.494884446	8.327604725	8.476625963	8.577134917	10.32836672	8.775862027	7.303483568	8.509764734	9.909098167	9.982363574	10.11809854	10.27356985	10.3445865	10.7239891
Cebpb	9.423814086	8.730495513	7.334812427	7.073675365	6.76972537	6.974170547	7.131017966	6.806934433	6.353902514	7.309832017	7.158878683	7.031420883	7.466110025	7.954825225	8.49018824	8.165541861	7.136534838	7.445976166	9.267807152	8.399598328	7.753492987	8.378236266	8.015390262	7.797838174	7.720028214	7.476674912	7.924897956	8.315143204	8.349253997	8.549082737	8.404287449	9.199750615	9.070784305	9.311059608	8.669682615	9.096656074	9.160575244	9.445424458	8.817950072	9.287292274	9.046996736	7.363272163	7.046444438	7.918016084	7.227651236	7.485370897	7.994386522	8.180882315	8.789080001	8.333538425	7.549897859	8.694863301	8.563388188	8.606809923	9.115912121	9.079065922	9.268648028	9.285677983
Cebpg	8.124297904	8.758642537	8.905442204	8.59404193	8.613669	8.726197583	8.63818993	8.618094032	8.458139044	8.643998133	8.478099124	8.376226473	8.340157008	8.420467684	8.670284028	8.146128603	8.341028161	8.180158818	7.764957008	8.297300135	8.744825835	8.602845862	8.734986725	8.819647851	8.555508667	8.680950028	8.418282916	8.557392517	8.508950314	8.167988249	8.430034382	8.773759346	8.586256035	8.82328067	8.263034055	8.789022008	8.508907684	8.848469918	8.41251371	8.910250821	8.62834614	8.712360106	8.643104709	8.590501678	8.376493649	8.246381917	8.378436262	8.298449688	8.413418989	8.486384584	8.640761285	8.454399891	8.282801029	8.254235687	8.580310914	8.585850402	8.6784702	8.47429983
Cep68	8.349503118	7.849907543	8.035247367	8.12909498	7.776660101	7.69142152	7.793537769	7.728066725	7.543140783	8.111494714	7.807432867	7.913768141	7.807263208	8.010268217	7.990675806	8.202327228	8.042735522	7.949214773	8.659948294	7.665693493	7.587516316	7.921580408	7.945031926	7.575809682	7.711285058	7.844984946	7.886510374	8.078139057	7.942376091	7.834269787	7.630307009	7.826590401	7.684674983	7.747315464	7.644082637	7.537876779	7.642997167	7.93734135	7.737434795	7.609104666	7.980489165	8.013015613	7.692573096	8.054311897	8.080359252	8.190523167	8.22397035	8.106884443	7.890352472	7.910556782	7.682229539	8.010790297	7.808676428	7.786241446	7.826021953	7.808133009	7.930373414	7.854585073
Chac1	4.321928095	4.321928095	4.321928095	4.321928095	4.406809704	4.486550363	4.321928095	4.324705895	4.381503664	4.321928095	4.321928095	4.425307459	5.397377986	6.309071594	7.734918242	6.352305248	4.926378711	5.299417445	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.460512963	4.321928095	4.600756739	4.321928095	4.456079075	4.439043638	4.365094931	5.517929479	7.585570981	7.424828665	7.744672396	5.176043564	6.460410863	7.266021089	7.462231872	5.216846433	6.600917957	4.321928095	4.321928095	4.669381049	4.321928095	4.327921029	4.662306078	6.010840036	6.017550248	4.321928095	4.321928095	4.321928095	4.468385508	4.321928095	4.983396479	6.726977901	6.226835897	6.616429468	5.886068822
Chchd7	8.030266622	7.959165715	8.114414179	8.038756072	8.045449973	8.290925994	8.235348256	8.397908786	8.489291244	8.526616981	8.605928704	8.517307289	8.273796788	8.375489945	8.265565382	8.328759692	8.504453025	8.493790183	8.113300309	8.017092023	8.149163145	7.952299392	8.041234533	7.927387656	8.025650138	8.313010428	7.907386023	8.025413133	7.735058431	7.704270901	7.382066976	7.32134893	7.585858884	7.44187707	7.692448473	7.525997791	7.504108664	7.293184061	7.54075182	7.448600068	7.953841253	7.994235794	8.265007971	8.56648662	8.497855252	8.444697007	8.402190099	8.412751272	8.115802351	7.734933654	8.002937054	7.726049306	7.656353177	7.106839134	7.49106141	7.548664028	7.549125818	7.633266621
Chd7	8.888174954	10.11078565	10.3171748	9.768269684	7.879312757	7.895447771	7.510049487	6.945454473	6.776994284	6.424144109	6.58280622	6.815268765	6.677995116	6.750366658	6.917339664	6.964074774	6.462457693	6.57414606	9.147966212	10.30958979	10.17820512	10.60121555	9.082124982	8.459206061	8.153982464	7.575063782	7.450486456	7.092454105	7.055236557	7.839361197	7.942431389	8.274003585	8.339867249	8.582738501	8.49345985	9.159688326	8.723038213	8.812860883	8.925277945	9.704826424	9.551926315	9.518883891	7.554758116	7.119452149	6.702543245	6.690990795	6.77930722	6.763442937	9.896726854	10.47783344	8.059640867	7.646827887	7.690781806	7.732133987	8.185755743	8.123531486	8.566114324	8.8455295
Chic2	10.24104401	10.60213822	10.58816591	9.962193966	9.609687717	9.729013529	9.900573751	9.789219535	9.631880116	9.805370243	9.888738985	9.921448324	9.658837934	9.828799665	9.882228609	9.898241757	9.918205739	9.807706571	10.30369717	10.42792542	10.43852382	9.656206984	9.768855864	9.755173024	9.934696651	9.773906684	9.575354664	9.607987144	9.648923148	9.583103133	9.199594192	9.302753879	9.339618195	9.461373444	9.237158508	9.351335991	9.279534406	9.285286508	9.279432891	9.276079205	10.52557895	9.707171386	9.72805175	9.663543969	9.891324	9.860013829	9.915297576	10.00126329	10.4572559	9.59778287	9.802963869	9.524026555	9.526865917	9.246049551	9.193056587	9.310926384	9.269601194	9.295952678
Chka	7.134495198	8.225182495	7.079997541	7.232568235	7.790332475	7.2671833	7.264808788	7.183040275	7.338674708	6.524352506	6.788713522	6.721048077	6.694497909	6.906316058	6.714371358	6.547010716	6.615752205	6.60100768	7.165088223	7.873591981	6.936784828	7.393193463	7.682688379	7.256698071	7.251183414	7.112829274	6.690111475	6.472010474	6.39235693	6.327503854	6.487940306	6.223361797	6.37955553	6.210885681	6.375779563	6.028282615	6.116428546	6.11310988	5.976537972	6.014424602	8.70976711	7.661592397	7.452726024	7.101806419	6.6879293	6.593916515	6.73244646	6.689503023	8.55158516	7.597082308	7.200778445	6.777252312	6.300951381	6.288013036	6.391522943	6.273474445	6.186434625	6.232818319
